APOGEE_ID RA DEC VHELIO_AVG FE_H z_height rgc C_FE N_FE O_FE MG_FE SI_FE S_FE CA_FE TI_FE NA_FE AL_FE K_FE V_FE MN_FE NI_FE
2M10542577+1549581 163.6074 15.832822 -120.75199890136719 -1.7990103804318174 14.138535474746838 20.442566777713836 -0.22120049098748296 0.29472025051294826 0.3197588795319466 0.12656596612283488 0.34800986545186574 0.4933370331830216 0.1727425777219429 0.0029982943913611226 0.7739709769527525 -0.20850976302320645 0.17630041708391087 -0.4964164724289788 -0.07469729352816046 -0.034897734469040875
2M10542577+1549581 163.6074 15.832822 -120.75199890136719 -1.7144307454507173 14.138535474746838 20.442566777713836 0.1534494522389953 0.2478953202043246 0.41949526546463844 0.34407724972972775 0.38663327380162427 0.527441295850805 0.16360827241561826 0.25819841473815197 0.10799477816171432 -0.09804139292174674 0.04763835677856498 -0.2028486242333889 -0.05165463813056115 0.03576794769201186
2M11010094-1201480 165.253946 -12.030023 99.14540100097656 -1.6249047794441012 9.914326831743834 17.306966045770523 -0.14659862909210908 0.4500130743862709 0.25911103829113613 0.2682465883510057 0.3358086266401834 0.4169357624222889 0.14897978590768446 0.05140112723966728 -0.1308614908145025 -0.16461583063622465 -0.1056308488872395 -0.3944590691856158 -0.2013395215082734 -0.1399655237245958
2M11010907-0623136 165.287797 -6.387117 235.22300720214844 -1.6301230293332145 6.553407939822415 12.870642778517631 -0.23930104854272227 0.26079205652949033 0.3105198472999684 0.1084384476441631 0.3934324494642627 0.42294601678620136 0.19719905648709912 -0.02098724608196023 0.004873034669371501 -0.1793525124776234 -0.02546362067537955 -0.4119347294975235 -0.16720300027120505 -0.08385193649172273
2M11015001+4927169 165.458392 49.454716 -16.318899154663086 -1.729748479470913 4.886322391476721 12.083976398471885 0.040208540368788626 0.41886013422047985 0.35704387350753475 0.21719865085595202 0.31914579634974793 0.5004035582090163 0.17131184113809206 0.15783316860149355 -0.10270500586045883 -0.19877104571142112 -0.11019637946195293 -0.2927763020158456 -0.1610667083123325 -0.029978588499351533
2M11025317-1132309 165.721579 -11.541932 222.5229949951172 -1.7518236036354442 20.2732590237724 31.240611551065363 -0.23945268257307006 0.24814196852375248 0.32077770927272 0.12104619980871267 0.33442167794235655 0.4591154605000871 0.19327277785128927 0.03497799274004376 -0.011392253939726427 -0.27816351866989697 -0.0047248813805724765 -0.3499962281419622 -0.12433999521001016 -0.08363986109078092
2M11042646-1111150 166.110276 -11.1875 221.05099487304688 -1.749083025963258 5.296483213696199 11.627039171088951 -0.2697121448174009 0.2913973654448436 0.327812800749824 0.12378152219283933 0.3582095403077312 0.46064518429790646 0.20522551408099599 0.03282520123467436 -0.041086464320877036 -0.23422967802499195 -0.0025939306966848985 -0.33019783170139627 -0.1203461280867153 -0.0805818605015387
2M11044813-0658453 166.200569 -6.979275 293.90399169921875 -1.5907073470786615 5.78734416265994 11.978806299758647 -0.3953044875971963 0.5311202571778326 0.3460112746666191 0.02854707125412026 0.38576696859081805 0.37713970088835325 0.10383081371431757 -0.02182332083666161 0.04977251897234325 0.044101993133289996 -0.4644673153979988 -0.3987893848956878 -0.12153065628849702 -0.11638579830598261
2M11090140+1050144 167.255843 10.837359 117.0260009765625 -1.6742900260397924 3.1142171021791643 9.749384712835804 -0.3065330472855117 0.22962557537747408 0.30952654368857924 0.1236031486969229 0.3800601662121428 0.4631357531921685 0.20799032161723296 0.019546046687256124 0.0467935583408543 -0.2519575197610431 0.004630987520916063 -0.2872805716536675 -0.12195937982705951 -0.10291610777087601
2M11154699+0617404 168.945814 6.294561 22.6737003326416 -1.672841562493443 4.388861368372189 10.444935145337 -0.016407705401523698 0.37415212360556804 0.37983438995516505 0.23216141301837534 0.3720507600237537 0.4842982120648103 0.0855740946971868 0.15718575443992489 0.5460292794134334 -0.0913805744836369 -0.13476283892665797 -0.2372742141817874 -0.0044423249526053254 -0.09585449744432029
2M11191573+0017340 169.815574 0.292795 68.5261001586914 -1.6608724926362808 6.373090511054889 11.931480693622209 -0.24529694917130374 0.3525807309760547 0.34395687096514727 0.14220207152693431 0.3514881186199845 0.46672810703978596 0.12749458780277423 0.021468321276185476 0.30985591046091443 -0.18845125297929566 -0.11845583294848128 -0.551270144648319 -0.12140893402710606 -0.0983522606102194
2M11311785+0442492 172.824414 4.713688 -89.82230377197266 -1.6515014080169894 8.17187252299456 13.101196555202975 -0.13510799950175212 0.31486398073204147 0.38770646831849054 0.18562433596529404 0.37869017940582106 0.5072172704298554 0.10456530022990695 0.10665141728098515 0.6251982437983172 -0.14557610398851661 0.01472159354904301 -0.351175761291348 -0.050329322687398426 -0.055755934707255816
2M11325390+0348167 173.224618 3.804654 172.5229949951172 -1.6570953562562356 3.7274220946360046 9.65088081489629 -0.14184240411820337 0.18636653619298982 0.32909900331379704 0.19018504478276044 0.34533757720324587 0.5218016667392509 0.19741372866273266 0.10220581020606012 0.18577611901051116 -0.26017269987583225 0.05959962952665543 -0.3180963089278275 -0.12366327013392753 -0.09375570852040882
2M11352236+0426181 173.843186 4.438374 125.02999877929688 -1.6087469689175322 14.795249699349194 19.411651651208345 -0.1687702353282674 0.19376516434468227 0.3185314076713659 0.1484015567810666 0.3482005566259947 0.5015114804187233 0.17467204055987473 0.045365341999299647 0.09004844439281601 -0.19982447997165287 0.0995125557285983 -0.28522401527762575 -0.13429193744724244 -0.09272989626393247
2M11355063+0329368 173.960959 3.493575 7.419360160827637 -1.5078273959530362 11.764520743366745 16.355492721959326 -0.4406461107623705 0.3625143267195041 0.3149517191935609 -0.0002981459712501078 0.3266548229534043 0.3246962093618886 0.08318828408265411 -0.043815135798240146 0.3476794019960978 -0.3123690516504547 -0.32512579054586843 -0.3805243792638109 -0.2200532778601394 -0.10319105810228235
2M11404862-1400112 175.202586 -14.003123 23.862699508666992 -1.6089660197550837 4.779392500507295 10.140591224319028 -0.09234739409500303 0.36914177108533286 0.31939673308443184 0.13522035697364387 0.3294672331023507 0.37587336340202615 0.2326488436884775 0.009676042262947826 -0.1599386535110603 -0.16774664893766755 0.009209663701077453 -0.43421610268053334 -0.2625408758176373 -0.05718675372934423
2M11421270+2739489 175.552929 27.663601 253.40199279785156 -1.57904093414908 9.834882171849042 14.591101122436362 -0.20400034079680296 0.1832466135777766 0.33166923274190396 0.15968422203812316 0.3615708136366611 0.4810361515701733 0.18962634536659495 0.05065319379726163 0.02464713215794534 -0.19301479099860175 0.08044269984801367 -0.3075696123118421 -0.12009889425198694 -0.07343998083937908
2M11452774+0109437 176.36562 1.162139 26.819599151611328 -1.5933098026211039 5.802887184024527 10.738982935218878 0.24883333912579264 0.23901083041090598 0.3738066821982393 0.27311888937191364 0.3322325644296664 0.474115517658773 0.203323434913258 0.16983179109528668 0.12608025131271217 -0.09955632851730822 0.010684744328047113 -0.3435592098964464 -0.13480376362085322 0.0282601454059348
2M11453456-1203331 176.394031 -12.059201 -26.614099502563477 -1.7122580769527027 12.65553920628983 18.253219741205882 -0.34884972539050096 0.5249093165043384 0.3795737225009481 0.13663546520865988 0.31954963973996375 0.5621081523474554 0.05794839092325499 0.20347394850105038 0.003860179900694316 -0.17205151205695324 -0.21012868822758768 -0.20299015622062133 -0.03000403986809763 -0.12190897285602875
2M11455271+2746247 176.469641 27.773529 -94.79149627685547 -1.7124039116377987 5.594227138470772 11.128327677691644 -0.011868076052188314 0.2142067138675976 0.3330746808076914 0.23123751818053484 0.32801575663065075 0.5005240360360221 0.1360467896668971 0.04685966715326528 0.7323956665808764 -0.17298127292188115 0.1418352954510036 -0.44800085989731997 -0.06017726747986574 -0.03287432145067215
2M11465116-0035270 176.713172 -0.590849 216.9320068359375 -1.7535808265864024 7.922988025464877 12.419614931056616 -0.18740560816977747 0.20004371007653532 0.3406499678995105 0.1788582314190552 0.3508382411279174 0.5013275092322464 0.21937927185824546 0.0692952758932337 0.06843383225304933 -0.31754048554075087 0.06590413305632348 -0.3005374223846138 -0.10392587938201903 -0.09047041304433612
2M11465116-0035270 176.713172 -0.590849 216.9320068359375 -1.7173067845235046 7.922988025464877 12.419614931056616 -0.12314535428049123 0.23676190707542344 0.3360848428763028 0.20268927257359848 0.33717725747958327 0.5052106654131592 0.2198250689973238 0.08974897288618 0.021594615948197893 -0.19649562908541163 0.07052152761793251 -0.36377171508488493 -0.10904572614404295 -0.06765824595621228
2M11475057+0130476 176.960749 1.513232 318.4530029296875 -1.6317652769037063 9.96590218054592 14.199565544271382 -0.19486370160422362 0.1799024544419665 0.32500015916969693 0.1744272104897091 0.3588470760299478 0.47398637204692795 0.19724290602339933 0.06092746068629684 -0.030907673343386843 -0.22975446935547228 0.05919094283090254 -0.30517946431182974 -0.10853209025454125 -0.07997157564730428
2M11475057+0130476 176.960749 1.513232 318.4530029296875 -1.6348933753670323 9.96590218054592 14.199565544271382 -0.16102501745732511 0.1628387675863392 0.3348313195011867 0.1744325924185477 0.344607499428472 0.488624426034737 0.19194909844128283 0.07031562494961907 0.002944901425183666 -0.2195746009929913 0.06501734134363235 -0.29590021520116694 -0.12060041657059317 -0.07795005963536861
2M11480048+0159206 177.002012 1.98907 237.58799743652344 -1.8140160704162775 8.740606126440117 13.068045064443035 -0.26806205354352364 0.30147972769166853 0.325561513787582 0.12756516784805405 0.35234095053842385 0.4594191124274063 0.20810044062490207 0.029052495654493526 0.005546136420260028 -0.2532185487365808 -0.0036202467443200437 -0.3660883863577913 -0.12584300062443354 -0.08546016061522366
2M11483814+1952557 177.158943 19.882147 50.94240188598633 -1.6525049396143008 4.4853051847033445 10.128969633941523 0.09696604630398453 0.3072415493366385 0.3695488568150942 0.1722427148065231 0.3476357974002031 0.4716660934244943 0.1863741083785153 0.05095858021080102 0.2859438915223049 -0.1509575434705115 0.16685949829457725 -0.2639094867503853 -0.1790352061244629 -0.032230131480802005
2M11490239+2725299 177.259972 27.424999 70.99019622802734 -1.699460959785671 18.872863999874202 22.69196283920509 0.0678161833715154 0.38621708270017474 0.3389282127089075 0.16619793954856865 0.33082604161373985 0.4814939442254391 0.22312740516469143 0.09733773844154792 0.15120630752106567 -0.26844347017370773 0.15473308547967735 -0.4600107900529584 -0.28836484390561123 -0.05191335397439811
2M11492247+3534154 177.343654 35.570969 150.3209991455078 -1.8030418881659211 8.329521981005382 13.508700159701371 -0.21895411913548157 0.2776445788587487 0.30038169638390166 0.12824537500229138 0.3167345125407064 0.4875628549216702 0.19157296747930852 0.04059968157041771 0.14418548401414588 -0.25746324330939263 0.07787545520824457 -0.2946033707493769 -0.0863553525559766 -0.08783000963420728
